food_id,risk_compound,confidence,method
PF-14,nut_allergen,0.9,keyword
PF-14,rapid_carb,0.9,keyword
PF-14,saturated_fat,0.9,keyword
PF-14,sodium,0.9,keyword
PF-14,soy_allergen,0.9,keyword
PF-140,added_sugar,0.9,keyword
PF-141,added_sugar,0.9,keyword
PF-142,added_sugar,0.9,keyword
PF-142,sodium,0.9,keyword
PF-143,added_sugar,0.8,llm
PF-143,sodium,0.9,keyword
PF-144,added_sugar,0.55,llm
PF-145,added_sugar,0.9,keyword
PF-145,sodium,0.9,keyword
PF-146,added_sugar,0.9,keyword
PF-147,added_sugar,0.55,llm
PF-148,added_sugar,0.55,llm
PF-15,gluten_allergen,0.9,keyword
PF-15,milk_allergen,0.9,keyword
PF-15,saturated_fat,0.7,llm
PF-15,sodium,0.9,keyword
PF-15,trans_fat,0.7,llm
PF-150,added_sugar,0.4,llm
PF-152,added_sugar,0.55,llm
PF-153,added_sugar,0.9,keyword
PF-154,added_sugar,0.9,keyword
PF-154,sodium,0.35,llm
PF-155,added_sugar,0.9,keyword
PF-155,sodium,0.35,llm
PF-156,added_sugar,0.9,keyword
PF-156,sodium,0.35,llm
PF-157,added_sugar,0.9,keyword
PF-157,sodium,0.35,llm
PF-158,added_sugar,0.9,keyword
PF-158,sodium,0.35,llm
PF-159,added_sugar,0.4,llm
PF-16,added_sugar,0.9,keyword
PF-16,gluten_allergen,0.9,keyword
PF-16,milk_allergen,0.9,keyword
PF-16,potassium,0.9,keyword
PF-16,rapid_carb,0.9,keyword
PF-16,saturated_fat,0.9,keyword
PF-16,sodium,0.9,keyword
PF-160,added_sugar,0.9,keyword
PF-161,added_sugar,0.9,keyword
PF-161,sodium,0.9,keyword
PF-162,added_sugar,0.9,keyword
PF-163,added_sugar,0.8,llm
PF-163,sodium,0.9,keyword
PF-164,added_sugar,0.9,keyword
PF-165,added_sugar,0.9,keyword
PF-165,sodium,0.9,keyword
PF-166,added_sugar,0.9,keyword
PF-167,added_sugar,0.9,keyword
PF-167,sodium,0.9,keyword
PF-168,added_sugar,0.9,keyword
PF-168,sodium,0.9,keyword
PF-169,added_sugar,0.6,llm
PF-169,caffeine,0.9,keyword
PF-17,added_sugar,0.9,keyword
PF-17,gluten_allergen,0.9,keyword
PF-17,milk_allergen,0.9,keyword
PF-17,nut_allergen,0.9,keyword
PF-17,rapid_carb,0.9,keyword
PF-17,saturated_fat,0.9,keyword
PF-17,sodium,0.9,keyword
PF-170,added_sugar,0.9,keyword
PF-170,sodium,0.9,keyword
PF-171,added_sugar,0.9,keyword
PF-171,sodium,0.9,keyword
PF-172,added_sugar,0.9,keyword
PF-173,added_sugar,0.9,keyword
PF-174,added_sugar,0.9,keyword
PF-175,added_sugar,0.9,keyword
PF-176,added_sugar,0.9,keyword
PF-177,added_sugar,0.9,keyword
PF-178,added_sugar,0.9,keyword
PF-178,caffeine,0.9,keyword
PF-178,calcium_mineral_chelation,0.9,keyword
PF-178,potassium,0.7,keyword
PF-178,rapid_carb,0.9,keyword
PF-178,sodium,0.9,keyword
PF-179,added_sugar,0.9,keyword
PF-179,caffeine,0.9,keyword
PF-179,potassium,0.7,keyword
PF-18,added_sugar,0.9,keyword
PF-18,gluten_allergen,0.9,keyword
PF-18,milk_allergen,0.9,keyword
PF-18,rapid_carb,0.9,keyword
PF-18,saturated_fat,0.9,keyword
PF-18,sodium,0.9,keyword
PF-18,soy_allergen,0.9,keyword
PF-18,trans_fat,0.9,keyword
PF-180,added_sugar,0.9,keyword
PF-180,sodium,0.9,keyword
PF-181,added_sugar,0.9,keyword
PF-181,sodium,0.35,llm
PF-182,added_sugar,0.8,llm
PF-183,added_sugar,0.9,keyword
PF-183,sodium,0.35,llm
PF-184,added_sugar,0.9,keyword
PF-184,sodium,0.35,llm
PF-185,added_sugar,0.9,keyword
PF-185,sodium,0.9,keyword
PF-186,added_sugar,0.9,keyword
PF-186,caffeine,0.9,keyword
PF-187,potassium,0.9,keyword
PF-188,added_sugar,0.9,keyword
PF-188,potassium,0.9,keyword
PF-189,added_sugar,0.9,keyword
PF-189,sodium,0.35,llm
PF-19,added_sugar,0.9,keyword
PF-19,calcium_mineral_chelation,0.9,keyword
PF-19,gluten_allergen,0.9,keyword
PF-19,milk_allergen,0.9,keyword
PF-19,nut_allergen,0.9,keyword
PF-19,rapid_carb,0.9,keyword
PF-19,saturated_fat,0.9,keyword
PF-19,trans_fat,0.7,llm
PF-190,added_sugar,0.9,keyword
PF-190,caffeine,0.9,keyword
PF-190,sodium,0.35,llm
PF-191,added_sugar,0.9,keyword
PF-191,caffeine,0.9,keyword
PF-191,rapid_carb,0.8,llm
PF-191,sodium,0.9,keyword
PF-192,added_sugar,0.9,keyword
PF-192,rapid_carb,0.9,keyword
PF-192,sodium,0.35,llm
PF-193,added_sugar,0.9,keyword
PF-193,rapid_carb,0.9,keyword
PF-193,sodium,0.35,llm
PF-194,rapid_carb,0.9,keyword
PF-194,sodium,0.35,llm
PF-195,added_sugar,0.9,keyword
PF-195,gluten_allergen,0.9,keyword
PF-195,milk_allergen,0.9,keyword
PF-195,saturated_fat,0.6,llm
PF-195,sodium,0.9,keyword
PF-196,added_sugar,0.9,keyword
PF-196,gluten_allergen,0.9,keyword
PF-196,milk_allergen,0.9,keyword
PF-196,nut_allergen,0.9,keyword
PF-196,saturated_fat,0.6,llm
PF-196,sodium,0.9,keyword
PF-197,added_sugar,0.9,keyword
PF-197,gluten_allergen,0.9,keyword
PF-197,milk_allergen,0.9,keyword
PF-197,rapid_carb,0.9,keyword
PF-197,sodium,0.9,keyword
PF-198,added_sugar,0.9,keyword
PF-198,calcium_mineral_chelation,0.9,keyword
PF-198,milk_allergen,0.9,keyword
PF-198,sodium,0.9,keyword
PF-199,added_sugar,0.9,keyword
PF-199,calcium_mineral_chelation,0.9,keyword
PF-199,milk_allergen,0.85,llm
PF-199,saturated_fat,0.9,keyword
PF-2,added_sugar,0.9,keyword
PF-2,gluten_allergen,0.9,keyword
PF-2,milk_allergen,0.9,keyword
PF-2,rapid_carb,0.9,keyword
PF-2,saturated_fat,0.9,keyword
PF-2,sodium,0.9,keyword
PF-20,added_sugar,0.9,keyword
PF-20,gluten_allergen,0.9,keyword
PF-20,milk_allergen,0.9,keyword
PF-20,rapid_carb,0.9,keyword
PF-20,saturated_fat,0.4,llm
PF-20,sodium,0.9,keyword
PF-200,added_sugar,0.9,keyword
PF-200,calcium_mineral_chelation,0.9,keyword
PF-200,milk_allergen,0.9,keyword
PF-200,sodium,0.9,keyword
PF-201,added_sugar,0.9,keyword
PF-201,gluten_allergen,0.9,keyword
PF-201,milk_allergen,0.9,keyword
PF-201,nut_allergen,0.9,keyword
PF-201,saturated_fat,0.9,keyword
PF-201,sodium,0.9,keyword
PF-201,soy_allergen,0.9,keyword
PF-202,added_sugar,0.9,keyword
PF-202,milk_allergen,0.9,keyword
PF-202,saturated_fat,0.6,llm
PF-202,sodium,0.35,llm
PF-203,added_sugar,0.9,keyword
PF-203,caffeine,0.9,keyword
PF-203,milk_allergen,0.9,keyword
PF-203,sodium,0.35,llm
PF-204,added_sugar,0.9,keyword
PF-204,milk_allergen,0.9,keyword
PF-204,sodium,0.9,keyword
PF-205,milk_allergen,0.9,keyword
PF-206,added_sugar,0.9,keyword
PF-206,milk_allergen,0.9,keyword
PF-207,added_sugar,0.9,keyword
PF-207,milk_allergen,0.9,keyword
PF-207,nut_allergen,0.9,keyword
PF-207,saturated_fat,0.8,llm
PF-207,sodium,0.9,keyword
PF-208,added_sugar,0.9,keyword
PF-208,milk_allergen,0.9,keyword
PF-209,added_sugar,0.9,keyword
PF-209,gluten_allergen,0.9,keyword
PF-209,milk_allergen,0.9,keyword
PF-209,sodium,0.35,llm
PF-21,added_sugar,0.9,keyword
PF-21,gluten_allergen,0.9,keyword
PF-21,milk_allergen,0.9,keyword
PF-21,rapid_carb,0.9,keyword
PF-21,saturated_fat,0.9,keyword
PF-21,sodium,0.9,keyword
PF-210,added_sugar,0.9,keyword
PF-210,milk_allergen,0.9,keyword
PF-211,added_sugar,0.9,keyword
PF-211,milk_allergen,0.9,keyword
PF-212,added_sugar,0.9,keyword
PF-212,milk_allergen,0.9,keyword
PF-213,milk_allergen,0.9,keyword
PF-213,saturated_fat,0.9,keyword
PF-214,added_sugar,0.9,keyword
PF-214,milk_allergen,0.9,keyword
PF-215,added_sugar,0.9,keyword
PF-215,caffeine,0.9,keyword
PF-215,milk_allergen,0.9,keyword
PF-215,sodium,0.9,keyword
PF-216,added_sugar,0.9,keyword
PF-216,caffeine,0.9,keyword
PF-216,milk_allergen,0.9,keyword
PF-217,added_sugar,0.9,keyword
PF-217,caffeine,0.9,keyword
PF-217,milk_allergen,0.9,keyword
PF-217,rapid_carb,0.9,keyword
PF-217,sodium,0.9,keyword
PF-218,added_sugar,0.9,keyword
PF-218,caffeine,0.9,keyword
PF-218,milk_allergen,0.9,keyword
PF-219,added_sugar,0.9,keyword
PF-219,caffeine,0.9,keyword
PF-219,milk_allergen,0.9,keyword
PF-22,added_sugar,0.9,keyword
PF-22,gluten_allergen,0.9,keyword
PF-22,milk_allergen,0.9,keyword
PF-22,rapid_carb,0.9,keyword
PF-22,saturated_fat,0.9,keyword
PF-22,sodium,0.9,keyword
PF-22,soy_allergen,0.9,keyword
PF-220,added_sugar,0.9,keyword
PF-220,caffeine,0.9,keyword
PF-220,milk_allergen,0.9,keyword
PF-221,added_sugar,0.9,keyword
PF-221,caffeine,0.9,keyword
PF-222,added_sugar,0.9,keyword
PF-222,gluten_allergen,0.9,keyword
PF-222,milk_allergen,0.9,keyword
PF-222,rapid_carb,0.9,keyword
PF-222,saturated_fat,0.9,keyword
PF-222,sodium,0.9,keyword
PF-223,added_sugar,0.9,keyword
PF-223,egg_allergen,0.95,llm
PF-223,gluten_allergen,0.9,keyword
PF-223,milk_allergen,0.9,keyword
PF-223,rapid_carb,0.9,keyword
PF-223,saturated_fat,0.9,keyword
PF-223,sodium,0.9,keyword
PF-223,trans_fat,0.9,keyword
PF-224,added_sugar,0.9,keyword
PF-224,gluten_allergen,0.9,keyword
PF-224,histamine,0.7,keyword
PF-224,milk_allergen,0.9,keyword
PF-224,sodium,0.9,keyword
PF-225,added_sugar,0.9,keyword
PF-225,gluten_allergen,0.9,keyword
PF-225,histamine,0.7,keyword
PF-225,milk_allergen,0.9,keyword
PF-225,rapid_carb,0.9,keyword
PF-225,sodium,0.9,keyword
PF-226,added_sugar,0.9,keyword
PF-226,egg_allergen,0.9,keyword
PF-226,gluten_allergen,0.9,keyword
PF-226,rapid_carb,0.9,keyword
PF-226,saturated_fat,0.9,keyword
PF-226,sodium,0.9,keyword
PF-226,trans_fat,0.9,keyword
PF-227,added_sugar,0.9,keyword
PF-227,egg_allergen,0.9,keyword
PF-227,gluten_allergen,0.9,keyword
PF-227,potassium,0.9,keyword
PF-228,added_sugar,0.9,keyword
PF-228,egg_allergen,0.9,keyword
PF-228,gluten_allergen,0.9,keyword
PF-228,nut_allergen,0.9,keyword
PF-228,potassium,0.9,keyword
PF-229,added_sugar,0.9,keyword
PF-229,egg_allergen,0.95,llm
PF-229,gluten_allergen,0.9,keyword
PF-229,milk_allergen,0.9,keyword
PF-229,rapid_carb,0.9,keyword
PF-229,saturated_fat,0.9,keyword
PF-229,sodium,0.9,keyword
PF-229,trans_fat,0.7,llm
PF-23,added_sugar,0.9,keyword
PF-23,gluten_allergen,0.9,keyword
PF-23,milk_allergen,0.9,keyword
PF-23,rapid_carb,0.9,keyword
PF-23,saturated_fat,0.4,llm
PF-23,sodium,0.9,keyword
PF-230,added_sugar,0.9,keyword
PF-230,egg_allergen,0.95,llm
PF-230,gluten_allergen,0.9,keyword
PF-230,milk_allergen,0.9,keyword
PF-230,rapid_carb,0.9,keyword
PF-230,saturated_fat,0.9,keyword
PF-230,sodium,0.9,keyword
PF-230,trans_fat,0.9,keyword
PF-231,added_sugar,0.9,keyword
PF-231,egg_allergen,0.95,llm
PF-231,gluten_allergen,0.9,keyword
PF-231,milk_allergen,0.9,keyword
PF-231,rapid_carb,0.9,keyword
PF-231,saturated_fat,0.9,keyword
PF-231,sesame_allergen,0.9,keyword
PF-231,sodium,0.9,keyword
PF-232,added_sugar,0.9,keyword
PF-232,egg_allergen,0.95,llm
PF-232,gluten_allergen,0.9,keyword
PF-232,milk_allergen,0.9,keyword
PF-232,rapid_carb,0.9,keyword
PF-232,saturated_fat,0.9,keyword
PF-232,sodium,0.9,keyword
PF-232,trans_fat,0.9,keyword
PF-233,added_sugar,0.9,keyword
PF-233,egg_allergen,0.95,llm
PF-233,gluten_allergen,0.9,keyword
PF-233,rapid_carb,0.9,keyword
PF-233,saturated_fat,0.8,llm
PF-233,sodium,0.9,keyword
PF-233,trans_fat,0.9,keyword
PF-234,added_sugar,0.9,keyword
PF-234,gluten_allergen,0.9,keyword
PF-234,milk_allergen,0.9,keyword
PF-234,rapid_carb,0.9,keyword
PF-234,saturated_fat,0.9,keyword
PF-234,sodium,0.9,keyword
PF-234,soy_allergen,0.9,keyword
PF-234,sulphite_allergen,0.9,llm
PF-234,trans_fat,0.9,keyword
PF-235,added_sugar,0.9,keyword
PF-235,gluten_allergen,0.9,keyword
PF-235,milk_allergen,0.9,keyword
PF-235,rapid_carb,0.9,keyword
PF-235,saturated_fat,0.8,llm
PF-235,sodium,0.9,keyword
PF-236,added_sugar,0.9,keyword
PF-236,egg_allergen,0.9,keyword
PF-236,gluten_allergen,0.9,keyword
PF-236,milk_allergen,0.9,keyword
PF-236,rapid_carb,0.9,keyword
PF-236,saturated_fat,0.9,keyword
PF-236,sodium,0.9,keyword
PF-236,trans_fat,0.9,keyword
PF-237,added_sugar,0.9,keyword
PF-237,egg_allergen,0.9,keyword
PF-237,gluten_allergen,0.9,keyword
PF-237,milk_allergen,0.9,keyword
PF-237,nut_allergen,0.9,keyword
PF-237,potassium,0.9,keyword
PF-237,rapid_carb,0.9,keyword
PF-237,saturated_fat,0.4,llm
PF-237,sodium,0.9,keyword
PF-238,added_sugar,0.9,keyword
PF-238,egg_allergen,0.9,keyword
PF-238,gluten_allergen,0.9,keyword
PF-238,nut_allergen,0.9,keyword
PF-238,potassium,0.9,keyword
PF-238,rapid_carb,0.9,keyword
PF-238,sodium,0.9,keyword
PF-239,added_sugar,0.9,keyword
PF-239,egg_allergen,0.9,keyword
PF-239,gluten_allergen,0.9,keyword
PF-239,milk_allergen,0.9,keyword
PF-239,nut_allergen,0.9,keyword
PF-239,potassium,0.9,keyword
PF-239,rapid_carb,0.9,keyword
PF-239,saturated_fat,0.9,keyword
PF-239,sodium,0.9,keyword
PF-24,added_sugar,0.9,keyword
PF-24,gluten_allergen,0.9,keyword
PF-24,milk_allergen,0.9,keyword
PF-24,nut_allergen,0.9,keyword
PF-24,rapid_carb,0.9,keyword
PF-24,saturated_fat,0.9,keyword
PF-24,sodium,0.9,keyword
PF-24,soy_allergen,0.9,keyword
PF-24,trans_fat,0.9,keyword
PF-240,added_sugar,0.9,keyword
PF-240,egg_allergen,0.95,llm
PF-240,gluten_allergen,0.9,keyword
PF-240,potassium,0.9,keyword
PF-240,rapid_carb,0.9,keyword
PF-240,saturated_fat,0.9,keyword
PF-240,sodium,0.9,keyword
PF-240,trans_fat,0.9,keyword
PF-241,added_sugar,0.9,keyword
PF-241,gluten_allergen,0.9,keyword
PF-241,histamine,0.7,keyword
PF-241,milk_allergen,0.9,keyword
PF-241,rapid_carb,0.9,keyword
PF-241,saturated_fat,0.6,llm
PF-241,sodium,0.9,keyword
PF-242,added_sugar,0.9,keyword
PF-242,gluten_allergen,0.9,keyword
PF-242,milk_allergen,0.9,keyword
PF-242,rapid_carb,0.9,keyword
PF-242,saturated_fat,0.9,keyword
PF-242,sodium,0.9,keyword
PF-242,trans_fat,0.9,keyword
PF-243,added_sugar,0.9,keyword
PF-243,gluten_allergen,0.9,keyword
PF-243,milk_allergen,0.9,keyword
PF-243,saturated_fat,0.9,keyword
PF-243,sodium,0.9,keyword
PF-244,added_sugar,0.9,keyword
PF-244,egg_allergen,0.9,keyword
PF-244,gluten_allergen,0.9,keyword
PF-244,rapid_carb,0.9,keyword
PF-244,saturated_fat,0.9,keyword
PF-244,sodium,0.9,keyword
PF-244,trans_fat,0.9,keyword
PF-245,added_sugar,0.9,keyword
PF-245,gluten_allergen,0.9,keyword
PF-245,histamine,0.7,keyword
PF-245,milk_allergen,0.9,keyword
PF-245,rapid_carb,0.9,keyword
PF-245,saturated_fat,0.6,llm
PF-245,sodium,0.9,keyword
PF-246,added_sugar,0.9,keyword
PF-246,gluten_allergen,0.9,keyword
PF-246,milk_allergen,0.9,keyword
PF-246,rapid_carb,0.9,keyword
PF-246,saturated_fat,0.9,keyword
PF-246,sodium,0.9,keyword
PF-246,trans_fat,0.9,keyword
PF-247,added_sugar,0.9,keyword
PF-247,milk_allergen,0.9,keyword
PF-247,nut_allergen,0.9,keyword
PF-247,saturated_fat,0.9,keyword
PF-248,added_sugar,0.9,keyword
PF-248,gluten_allergen,0.9,keyword
PF-248,milk_allergen,0.9,keyword
PF-248,rapid_carb,0.9,keyword
PF-248,saturated_fat,0.6,llm
PF-248,sodium,0.9,keyword
PF-249,added_sugar,0.9,keyword
PF-249,gluten_allergen,0.9,keyword
PF-249,milk_allergen,0.9,keyword
PF-249,rapid_carb,0.9,keyword
PF-249,saturated_fat,0.9,keyword
PF-249,sodium,0.9,keyword
PF-249,soy_allergen,0.9,keyword
PF-249,trans_fat,0.7,llm
PF-25,calcium_mineral_chelation,0.9,keyword
PF-25,gluten_allergen,0.9,keyword
PF-25,milk_allergen,0.9,keyword
PF-25,nut_allergen,0.9,keyword
PF-25,rapid_carb,0.9,keyword
PF-25,sodium,0.9,keyword
PF-25,soy_allergen,0.9,keyword
PF-250,added_sugar,0.9,keyword
PF-250,gluten_allergen,0.9,keyword
PF-250,milk_allergen,0.9,keyword
PF-250,nut_allergen,0.9,keyword
PF-250,rapid_carb,0.9,keyword
PF-250,saturated_fat,0.9,keyword
PF-250,sodium,0.9,keyword
PF-251,added_sugar,0.9,keyword
PF-251,gluten_allergen,0.9,keyword
PF-251,rapid_carb,0.9,keyword
PF-251,saturated_fat,0.9,keyword
PF-251,sodium,0.9,keyword
PF-251,trans_fat,0.9,keyword
PF-252,added_sugar,0.9,keyword
PF-252,gluten_allergen,0.9,keyword
PF-252,milk_allergen,0.9,keyword
PF-252,rapid_carb,0.9,keyword
PF-252,saturated_fat,0.9,keyword
PF-252,sodium,0.9,keyword
PF-252,trans_fat,0.9,keyword
PF-253,added_sugar,0.9,keyword
PF-253,egg_allergen,0.9,keyword
PF-253,gluten_allergen,0.9,keyword
PF-253,potassium,0.7,keyword
PF-253,rapid_carb,0.9,keyword
PF-253,sodium,0.9,keyword
PF-253,soy_allergen,0.9,keyword
PF-254,added_sugar,0.9,keyword
PF-254,gluten_allergen,0.9,keyword
PF-254,milk_allergen,0.9,keyword
PF-254,rapid_carb,0.9,keyword
PF-254,saturated_fat,0.9,keyword
PF-254,sodium,0.9,keyword
PF-255,added_sugar,0.9,keyword
PF-255,gluten_allergen,0.9,keyword
PF-255,milk_allergen,0.9,keyword
PF-255,rapid_carb,0.9,keyword
PF-255,saturated_fat,0.9,keyword
PF-255,sodium,0.9,keyword
PF-255,trans_fat,0.9,keyword
PF-256,added_sugar,0.9,keyword
PF-256,egg_allergen,0.9,keyword
PF-256,gluten_allergen,0.9,keyword
PF-256,potassium,0.7,keyword
PF-256,rapid_carb,0.9,keyword
PF-256,sodium,0.9,keyword
PF-256,soy_allergen,0.9,keyword
PF-257,added_sugar,0.9,keyword
PF-257,gluten_allergen,0.7,llm
PF-257,milk_allergen,0.9,keyword
PF-257,rapid_carb,0.7,llm
PF-257,saturated_fat,0.9,keyword
PF-257,trans_fat,0.7,llm
PF-258,milk_allergen,0.9,keyword
PF-258,potassium,0.9,keyword
PF-258,rapid_carb,0.8,llm
PF-258,sodium,0.35,llm
PF-259,potassium,0.9,keyword
PF-259,saturated_fat,0.4,llm
PF-259,sodium,0.9,keyword
PF-26,added_sugar,0.9,keyword
PF-26,gluten_allergen,0.9,keyword
PF-26,milk_allergen,0.9,keyword
PF-26,rapid_carb,0.9,keyword
PF-26,saturated_fat,0.9,keyword
PF-26,sodium,0.9,keyword
PF-260,nut_allergen,0.9,keyword
PF-260,potassium,0.9,keyword
PF-260,sodium,0.9,keyword
PF-261,added_sugar,0.9,keyword
PF-261,milk_allergen,0.9,keyword
PF-261,potassium,0.9,keyword
PF-261,rapid_carb,0.9,keyword
PF-261,saturated_fat,0.9,keyword
PF-261,sodium,0.9,keyword
PF-262,added_sugar,0.9,keyword
PF-262,calcium_mineral_chelation,0.9,keyword
PF-262,milk_allergen,0.9,keyword
PF-262,rapid_carb,0.9,keyword
PF-262,sodium,0.9,keyword
PF-262,soy_allergen,0.9,keyword
PF-263,added_sugar,0.9,keyword
PF-263,gluten_allergen,0.9,keyword
PF-263,milk_allergen,0.9,keyword
PF-263,potassium,0.9,keyword
PF-263,rapid_carb,0.9,keyword
PF-263,saturated_fat,0.9,keyword
PF-263,sodium,0.9,keyword
PF-264,added_sugar,0.9,keyword
PF-264,milk_allergen,0.9,keyword
PF-264,nut_allergen,0.9,keyword
PF-264,potassium,0.9,keyword
PF-264,rapid_carb,0.9,keyword
PF-264,saturated_fat,0.9,keyword
PF-264,sodium,0.9,keyword
PF-265,added_sugar,0.9,keyword
PF-265,potassium,0.9,keyword
PF-265,rapid_carb,0.9,keyword
PF-265,saturated_fat,0.9,keyword
PF-265,sodium,0.9,keyword
PF-266,potassium,0.9,keyword
PF-266,saturated_fat,0.9,keyword
PF-266,sodium,0.9,keyword
PF-267,gluten_allergen,0.9,keyword
PF-267,nut_allergen,0.9,keyword
PF-267,potassium,0.5,llm
PF-267,rapid_carb,0.9,keyword
PF-267,saturated_fat,0.9,keyword
PF-267,sodium,0.9,keyword
PF-268,added_sugar,0.9,keyword
PF-268,rapid_carb,0.8,llm
PF-268,saturated_fat,0.9,keyword
PF-268,sodium,0.9,keyword
PF-269,added_sugar,0.9,keyword
PF-269,milk_allergen,0.9,keyword
PF-269,potassium,0.9,keyword
PF-269,rapid_carb,0.9,keyword
PF-269,saturated_fat,0.8,llm
PF-269,sodium,0.9,keyword
PF-269,vitamin_k,0.9,keyword
PF-27,added_sugar,0.9,keyword
PF-27,gluten_allergen,0.9,keyword
PF-27,milk_allergen,0.9,keyword
PF-27,nut_allergen,0.9,keyword
PF-27,rapid_carb,0.9,keyword
PF-27,saturated_fat,0.9,keyword
PF-27,sodium,0.9,keyword
PF-270,added_sugar,0.9,keyword
PF-270,gluten_allergen,0.9,keyword
PF-270,potassium,0.5,llm
PF-270,rapid_carb,0.9,keyword
PF-270,saturated_fat,0.9,keyword
PF-270,sodium,0.9,keyword
PF-271,added_sugar,0.9,keyword
PF-271,gluten_allergen,0.9,keyword
PF-271,milk_allergen,0.9,keyword
PF-271,potassium,0.9,keyword
PF-271,rapid_carb,0.9,keyword
PF-271,saturated_fat,0.4,llm
PF-271,sodium,0.9,keyword
PF-271,trans_fat,0.9,keyword
PF-271,tyramine,0.9,keyword
PF-272,potassium,0.9,keyword
PF-272,saturated_fat,0.9,keyword
PF-272,sodium,0.9,keyword
PF-273,added_sugar,0.9,keyword
PF-273,gluten_allergen,0.9,keyword
PF-273,potassium,0.9,keyword
PF-273,rapid_carb,0.9,keyword
PF-273,saturated_fat,0.9,keyword
PF-273,sodium,0.9,keyword
PF-274,nut_allergen,0.9,keyword
PF-274,rapid_carb,0.9,keyword
PF-274,saturated_fat,0.4,llm
PF-274,sodium,0.9,keyword
PF-275,added_sugar,0.9,keyword
PF-275,milk_allergen,0.9,keyword
PF-275,oxalate,0.9,keyword
PF-275,potassium,0.9,keyword
PF-275,rapid_carb,0.9,keyword
PF-275,saturated_fat,0.9,keyword
PF-275,sodium,0.9,keyword
PF-276,added_sugar,0.9,keyword
PF-276,milk_allergen,0.9,keyword
PF-276,potassium,0.9,keyword
PF-276,saturated_fat,0.9,keyword
PF-276,sodium,0.9,keyword
PF-276,tyramine,0.9,keyword
PF-277,added_sugar,0.9,keyword
PF-277,rapid_carb,0.9,keyword
PF-277,saturated_fat,0.4,llm
PF-277,sodium,0.9,keyword
PF-278,added_sugar,0.9,keyword
PF-278,potassium,0.9,keyword
PF-278,saturated_fat,0.9,keyword
PF-278,sodium,0.9,keyword
PF-279,added_sugar,0.9,keyword
PF-279,milk_allergen,0.9,keyword
PF-279,potassium,0.9,keyword
PF-279,rapid_carb,0.9,keyword
PF-279,saturated_fat,0.9,keyword
PF-279,sodium,0.9,keyword
PF-28,added_sugar,0.9,keyword
PF-28,gluten_allergen,0.9,keyword
PF-28,rapid_carb,0.9,keyword
PF-28,saturated_fat,0.7,llm
PF-28,sodium,0.9,keyword
PF-28,trans_fat,0.7,llm
PF-280,added_sugar,0.9,keyword
PF-280,milk_allergen,0.9,keyword
PF-280,potassium,0.9,keyword
PF-280,rapid_carb,0.9,keyword
PF-280,saturated_fat,0.9,keyword
PF-280,sodium,0.9,keyword
PF-280,vitamin_k,0.9,keyword
PF-281,gluten_allergen,0.9,keyword
PF-281,potassium,0.9,keyword
PF-281,rapid_carb,0.9,keyword
PF-281,saturated_fat,0.9,keyword
PF-281,sodium,0.9,keyword
PF-281,tyramine,0.9,keyword
PF-282,nut_allergen,0.9,keyword
PF-282,potassium,0.9,keyword
PF-282,sodium,0.9,keyword
PF-283,potassium,0.9,keyword
PF-283,rapid_carb,0.9,keyword
PF-283,saturated_fat,0.9,keyword
PF-283,sodium,0.9,keyword
PF-284,added_sugar,0.9,keyword
PF-284,milk_allergen,0.9,keyword
PF-284,potassium,0.9,keyword
PF-284,rapid_carb,0.9,keyword
PF-284,saturated_fat,0.9,keyword
PF-284,sodium,0.9,keyword
PF-285,added_sugar,0.9,keyword
PF-285,rapid_carb,0.8,llm
PF-285,saturated_fat,0.4,llm
PF-285,sodium,0.9,keyword
PF-286,added_sugar,0.9,keyword
PF-286,milk_allergen,0.9,keyword
PF-286,rapid_carb,0.9,keyword
PF-286,saturated_fat,0.4,llm
PF-286,sodium,0.9,keyword
PF-286,tyramine,0.9,keyword
PF-287,rapid_carb,0.9,keyword
PF-287,saturated_fat,0.4,llm
PF-287,sesame_allergen,0.9,keyword
PF-287,sodium,0.9,keyword
PF-288,nut_allergen,0.9,keyword
PF-288,rapid_carb,0.7,llm
PF-288,sodium,0.9,keyword
PF-289,nut_allergen,0.9,keyword
PF-289,rapid_carb,0.9,keyword
PF-289,sodium,0.9,keyword
PF-29,added_sugar,0.9,keyword
PF-29,gluten_allergen,0.9,keyword
PF-29,milk_allergen,0.9,keyword
PF-29,rapid_carb,0.9,keyword
PF-29,saturated_fat,0.9,keyword
PF-29,sodium,0.9,keyword
PF-29,soy_allergen,0.9,keyword
PF-290,added_sugar,0.9,keyword
PF-290,gluten_allergen,0.9,keyword
PF-290,milk_allergen,0.9,keyword
PF-290,mustard_allergen,0.85,llm
PF-290,saturated_fat,0.9,keyword
PF-290,sodium,0.9,keyword
PF-291,nut_allergen,0.9,keyword
PF-291,sodium,0.9,keyword
PF-292,added_sugar,0.9,keyword
PF-292,gluten_allergen,0.9,keyword
PF-292,potassium,0.9,keyword
PF-292,rapid_carb,0.9,keyword
PF-292,saturated_fat,0.9,keyword
PF-292,sesame_allergen,0.9,keyword
PF-292,sodium,0.9,keyword
PF-292,soy_allergen,0.9,keyword
PF-293,potassium,0.9,keyword
PF-293,rapid_carb,0.9,keyword
PF-294,added_sugar,0.9,keyword
PF-294,potassium,0.9,keyword
PF-294,rapid_carb,0.9,keyword
PF-294,sodium,0.9,keyword
PF-295,rapid_carb,0.6,llm
PF-296,added_sugar,0.9,keyword
